,index,created_at,id,user id,full_text,localidad,retweet_count,favorite_count,clasification,tidy_text,CleanTweets,TokenizeTweetsTidy_text
2566,2572,07/11/2020 05:42,1.32e+18,1.30238e+18,"Orgulloso pertenecer a #LaLigaMitica 
Levanta la 🤚 para unirte a la lucha anti Amlo 
#Reclutamiento 
@LALIGAMITICA https://t.co/XemLtkSmGL",,0,0,1.0,orgulloso pertenecer #laligamitica levanta unirte lucha anti amlo #reclutamiento @laligamitica https://t.co/xemltksmgl,orgulloso pertenecer laligamitica levanta unirte lucha anti amlo reclutamiento laligamitica ,"['orgulloso', 'pertenecer', 'laligamitica', 'levanta', 'unirte', 'lucha', 'anti', 'amlo', 'reclutamiento', 'laligamitica']"
2567,2574,07/11/2020 05:41,1.32e+18,379625307.0,@SantaellaJulio @aguilarcamin Atraso de 14 años. Va bien la 4T. En dos años más estaremos en los niveles de 1980,,0,0,1.0,@santaellajulio @aguilarcamin atraso años. va bien 4t. dos años mas niveles 1980,santaellajulio aguilarcamin atraso años. va bien 4t. dos años mas niveles 1980,"['santaellajulio', 'aguilarcamin', 'atraso', 'años', '.', 'va', 'bien', '4t', '.', 'dos', 'años', 'mas', 'niveles', '1980']"
2568,2575,07/11/2020 05:41,1.32e+18,188141730.0,"@Excelsior @Conacyt_MX NADIE LE PREGUNTO  A AMLO NADA DE  ESO.  A NADIE LE INTERESA LO  QUE SUPUESTAMENTE HIZO SU ESPOSA
BEATRIZ",México,0,0,1.0,@excelsior @conacyt_mx nadie pregunto amlo eso. nadie interesa supuestamente hizo esposa beatriz,excelsior conacyt_mx nadie pregunto amlo eso. nadie interesa supuestamente hizo esposa beatriz,"['excelsior', 'conacyt_mx', 'nadie', 'pregunto', 'amlo', 'eso', '.', 'nadie', 'interesa', 'supuestamente', 'hizo', 'esposa', 'beatriz']"
2569,2577,07/11/2020 05:41,1.32e+18,144441754.0,@GobiernoMX @fisgonmonero No creen que todo en ese panfleto está muy mal? No se supone que esté gobierno respeta y los insultos no van con él sr López Obrador? Muy mal esta #4t de fantasía,,0,0,1.0,@gobiernomx @fisgonmonero creen panfleto mal supone gobierno respeta insultos van sr lopez obrador mal #4t fantasia,gobiernomx fisgonmonero creen panfleto mal supone gobierno respeta insultos van sr lopez obrador mal 4t fantasia,"['gobiernomx', 'fisgonmonero', 'creen', 'panfleto', 'mal', 'supone', 'gobierno', 'respeta', 'insultos', 'van', 'sr', 'lopez', 'obrador', 'mal', '4t', 'fantasia']"
2570,2582,07/11/2020 05:41,1.32e+18,1.08945e+18,"@_VicenteSerrano @HUGOHEVIA2 @lopezobrador_ @realDonaldTrump A los medios de comunicación que celebran la censura hacia D Trump y que piden aplicar lo mismo al presidente AMLO por favor, apliquen la censura y dejen de asistir a las mañaneras. Nos harán un GRAN FAVOR dejando espacio para comunicadores de verdad.",,0,0,1.0,@_vicenteserrano @hugohevia2 @lopezobrador_ @realdonaldtrump medios comunicacion celebran censura hacia trump piden aplicar mismo presidente amlo favor apliquen censura dejen asistir mañaneras. haran gran favor dejando espacio comunicadores verdad.,_vicenteserrano hugohevia2 lopezobrador_ realdonaldtrump medios comunicacion celebran censura hacia trump piden aplicar mismo presidente amlo favor apliquen censura dejen asistir mañaneras. haran gran favor dejando espacio comunicadores verdad.,"['_vicenteserrano', 'hugohevia2', 'lopezobrador_', 'realdonaldtrump', 'medios', 'comunicacion', 'celebran', 'censura', 'hacia', 'trump', 'piden', 'aplicar', 'mismo', 'presidente', 'amlo', 'favor', 'apliquen', 'censura', 'dejen', 'asistir', 'mañaneras', '.', 'haran', 'gran', 'favor', 'dejando', 'espacio', 'comunicadores', 'verdad', '.']"
2571,2587,07/11/2020 05:40,1.32e+18,2346189407.0,"Andrés Manuel @lopezobrador_ la gente de Tabasco, es parte del ""Pueblo Bueno y Sabio"", ese al que siempre Engañas y Manipulas.
""Tabasco padece de nuevo de inundaciones por falta de obras 
hidráulicas y Andrés Manuel López Obrador desapareció el Fonden""
@el_pais @bbcmundo @CIDH https://t.co/Q0XNWBJy54",,0,0,1.0,andres manuel @lopezobrador_ gente tabasco parte pueblo bueno sabio siempre engañas manipulas. tabasco padece nuevo inundaciones falta obras hidraulicas andres manuel lopez obrador desaparecio fonden @el_pais @bbcmundo @cidh https://t.co/q0xnwbjy54,andres manuel lopezobrador_ gente tabasco parte pueblo bueno sabio siempre engañas manipulas. tabasco padece nuevo inundaciones falta obras hidraulicas andres manuel lopez obrador desaparecio fonden el_pais bbcmundo cidh ,"['andres', 'manuel', 'lopezobrador_', 'gente', 'tabasco', 'parte', 'pueblo', 'bueno', 'sabio', 'siempre', 'engañas', 'manipulas', '.', 'tabasco', 'padece', 'nuevo', 'inundaciones', 'falta', 'obras', 'hidraulicas', 'andres', 'manuel', 'lopez', 'obrador', 'desaparecio', 'fonden', 'el_pais', 'bbcmundo', 'cidh']"
2572,2589,07/11/2020 05:40,1.32e+18,1360998163.0,"@CastroRoberto @Jolus2505 @CarlosLoret No es lectura simplista!
Hubiera sido cualquier otra persona de cualquier otro partido y no la bajaran de corrupto!
Hasta el mismo López aceptó los hechos en una mañanera y se justificó diciendo que eran aportaciones!
Cuando todos sabemos que son ilegales y por eso las partidas!!","Tijuana, Baja California",0,0,1.0,@castroroberto @jolus2505 @carlosloret lectura simplista sido cualquier persona cualquier partido bajaran corrupto mismo lopez acepto hechos mañanera justifico diciendo aportaciones sabemos ilegales partidas,castroroberto jolus2505 carlosloret lectura simplista sido cualquier persona cualquier partido bajaran corrupto mismo lopez acepto hechos mañanera justifico diciendo aportaciones sabemos ilegales partidas,"['castroroberto', 'jolus2505', 'carlosloret', 'lectura', 'simplista', 'sido', 'cualquier', 'persona', 'cualquier', 'partido', 'bajaran', 'corrupto', 'mismo', 'lopez', 'acepto', 'hechos', 'mañanera', 'justifico', 'diciendo', 'aportaciones', 'sabemos', 'ilegales', 'partidas']"
2573,2590,07/11/2020 05:40,1.32e+18,462676962.0,@LOVREGA Creo que se disfruta más la posible derrota de trump porque es el que de alguna manera conviene más a amlo. López evitó a los demócratas cuando fue a 🇺🇸 con tal de complacer al wero decolorado,,0,0,1.0,@lovrega creo disfruta mas posible derrota trump alguna manera conviene mas amlo. lopez evito democratas 🇺🇸 tal complacer wero decolorado,lovrega creo disfruta mas posible derrota trump alguna manera conviene mas amlo. lopez evito democratas 🇺🇸 tal complacer wero decolorado,"['lovrega', 'creo', 'disfruta', 'mas', 'posible', 'derrota', 'trump', 'alguna', 'manera', 'conviene', 'mas', 'amlo', '.', 'lopez', 'evito', 'democratas', '🇺🇸', 'tal', 'complacer', 'wero', 'decolorado']"
2574,2591,07/11/2020 05:40,1.32e+18,905174119.0,"@va_ajr Pues segura que y tonta no es, y aquí el pedo es el asqueroso libidinoso de AMLO... Basta verle la cara en las fotos... 🤮🤮🤮",,0,0,1.0,@va_ajr pues segura tonta aqui pedo asqueroso libidinoso amlo basta verle cara fotos 🤮🤮🤮,va_ajr pues segura tonta aqui pedo asqueroso libidinoso amlo basta verle cara fotos 🤮🤮🤮,"['va_ajr', 'pues', 'segura', 'tonta', 'aqui', 'pedo', 'asqueroso', 'libidinoso', 'amlo', 'basta', 'verle', 'cara', 'fotos', '\U0001f92e\U0001f92e\U0001f92e']"
2575,2598,07/11/2020 05:39,1.32e+18,92134009.0,"Algo que diga: ""No le hagas caso a López Obrador ni a López Gatell, que a ellos no les importa ni tu salud ni tu vida... ¡Usa al salir de tu casa, en todos lados el cubrebocas (correctamente)!"" https://t.co/QB6O2XBz5k",,0,0,1.0,diga: hagas caso lopez obrador lopez gatell importa salud vida usa salir casa lados cubrebocas correctamente https://t.co/qb6o2xbz5k,diga: hagas caso lopez obrador lopez gatell importa salud vida usa salir casa lados cubrebocas correctamente ,"['diga', ':', 'hagas', 'caso', 'lopez', 'obrador', 'lopez', 'gatell', 'importa', 'salud', 'vida', 'usa', 'salir', 'casa', 'lados', 'cubrebocas', 'correctamente']"
2576,2602,07/11/2020 05:39,1.32e+18,1.26284e+18,"@empanadajodona @lopezobrador_ Cuanta ignorancia hay en ti, de verdad crees eso que los niños no tienen químicos por culpa de AMLO.  No pos wow, ya como el cuento de un peligro no les funcionó y las encuestas tampoco y los fraudes etc. Están perdidos muy perdidos",,0,0,1.0,@empanadajodona @lopezobrador_ cuanta ignorancia verdad crees niños quimicos culpa amlo. pos wow cuento peligro funciono encuestas tampoco fraudes etc. estan perdidos perdidos,empanadajodona lopezobrador_ cuanta ignorancia verdad crees niños quimicos culpa amlo. pos wow cuento peligro funciono encuestas tampoco fraudes etc. estan perdidos perdidos,"['empanadajodona', 'lopezobrador_', 'cuanta', 'ignorancia', 'verdad', 'crees', 'niños', 'quimicos', 'culpa', 'amlo', '.', 'pos', 'wow', 'cuento', 'peligro', 'funciono', 'encuestas', 'tampoco', 'fraudes', 'etc', '.', 'estan', 'perdidos', 'perdidos']"
2577,2605,07/11/2020 05:39,1.32e+18,1.24085e+18,"lópez obrador ordenó que inundaran tabasco para que el estado pudiera ser “purificado” de toda corrupción.

Nadie más pudo haber ordenado la apertura de las presas.

Desquiciado. https://t.co/QhDdvbkmr8",NY•London•París•Metepec,1,4,1.0,lopez obrador ordeno inundaran tabasco pudiera ser purificado toda corrupcion. nadie mas pudo haber ordenado apertura presas. desquiciado. https://t.co/qhddvbkmr8,lopez obrador ordeno inundaran tabasco pudiera ser purificado toda corrupcion. nadie mas pudo haber ordenado apertura presas. desquiciado. ,"['lopez', 'obrador', 'ordeno', 'inundaran', 'tabasco', 'pudiera', 'ser', 'purificado', 'toda', 'corrupcion', '.', 'nadie', 'mas', 'pudo', 'haber', 'ordenado', 'apertura', 'presas', '.', 'desquiciado', '.']"
2578,2611,07/11/2020 05:38,1.32e+18,51812973.0,"Eso es lo único que se le ocurre hacer a un presidente? Sálvese quien pueda, en resumen, eso es lo que dijo AMLO a la población! No es posible tanta estupidez! Este es el presidente de México, aunque no lo crea. https://t.co/R1gea8BNrN",D. F. México,0,0,1.0,unico ocurre hacer presidente salvese pueda resumen dijo amlo poblacion posible tanta estupidez presidente mexico aunque crea. https://t.co/r1gea8bnrn,unico ocurre hacer presidente salvese pueda resumen dijo amlo poblacion posible tanta estupidez presidente mexico aunque crea. ,"['unico', 'ocurre', 'hacer', 'presidente', 'salvese', 'pueda', 'resumen', 'dijo', 'amlo', 'poblacion', 'posible', 'tanta', 'estupidez', 'presidente', 'mexico', 'aunque', 'crea', '.']"
2579,2612,07/11/2020 05:38,1.32e+18,1.11207e+18,"@LOVREGA Y la 4T es un timo. 
Chucho aburres con tus comentarios, más ganitas, ya estás cómo las mañaneras",,0,0,1.0,@lovrega 4t timo. chucho aburres comentarios mas ganitas mañaneras,lovrega 4t timo. chucho aburres comentarios mas ganitas mañaneras,"['lovrega', '4t', 'timo', '.', 'chucho', 'aburres', 'comentarios', 'mas', 'ganitas', 'mañaneras']"
2580,2613,07/11/2020 05:38,1.32e+18,121624714.0,@elgatomalandro1 @EIJefeDiego @jorgeberry @Twitter ¿Cómo? ¿Pagan por decirle sus verdades a la 4T? Y yo que lo estaba haciendo gratis.,El País de las Maravillas,0,0,1.0,@elgatomalandro1 @eijefediego @jorgeberry @twitter pagan decirle verdades 4t haciendo gratis.,elgatomalandro1 eijefediego jorgeberry twitter pagan decirle verdades 4t haciendo gratis.,"['elgatomalandro1', 'eijefediego', 'jorgeberry', 'twitter', 'pagan', 'decirle', 'verdades', '4t', 'haciendo', 'gratis', '.']"
2581,2614,07/11/2020 05:38,1.32e+18,248521094.0,"@LaMissTats @wadelacruz @lopezobrador_ El ""cariño"" es mutuo. Para nada es profeta en su tierra. Ya saben que es un ladino.😏🤭
https://t.co/DWXvENfBv6",,0,1,1.0,@lamisstats @wadelacruz @lopezobrador_ cariño mutuo. profeta tierra. saben ladino.😏🤭 https://t.co/dwxvenfbv6,lamisstats wadelacruz lopezobrador_ cariño mutuo. profeta tierra. saben ladino.😏🤭 ,"['lamisstats', 'wadelacruz', 'lopezobrador_', 'cariño', 'mutuo', '.', 'profeta', 'tierra', '.', 'saben', 'ladino.😏\U0001f92d']"
2582,2615,07/11/2020 05:37,1.32e+18,2273544864.0,@DrLorenzoMeyer Como los mexicanos que se identifican y apoyan los antivalores que representa Andres López Obrador como usted lo es.,,0,0,1.0,@drlorenzomeyer mexicanos identifican apoyan antivalores representa andres lopez obrador usted es.,drlorenzomeyer mexicanos identifican apoyan antivalores representa andres lopez obrador usted es.,"['drlorenzomeyer', 'mexicanos', 'identifican', 'apoyan', 'antivalores', 'representa', 'andres', 'lopez', 'obrador', 'usted', 'es', '.']"
2583,2616,07/11/2020 05:37,1.32e+18,1.16653e+18,"@Lizgottik Pura vieja ardida veo por aquí, les recomiendo sexo más seguido, como que andan muy urgidas.
  Y pensar que aún les faltan más de 4 años de esta tortura llamada AMLO 🤣🤣🤣",,0,0,1.0,@lizgottik pura vieja ardida veo aqui recomiendo sexo mas seguido andan urgidas. pensar aun faltan mas años tortura llamada amlo 🤣🤣🤣,lizgottik pura vieja ardida veo aqui recomiendo sexo mas seguido andan urgidas. pensar aun faltan mas años tortura llamada amlo 🤣🤣🤣,"['lizgottik', 'pura', 'vieja', 'ardida', 'veo', 'aqui', 'recomiendo', 'sexo', 'mas', 'seguido', 'andan', 'urgidas', '.', 'pensar', 'aun', 'faltan', 'mas', 'años', 'tortura', 'llamada', 'amlo', '🤣🤣🤣']"
2584,2621,07/11/2020 05:37,1.32e+18,1.08901e+18,"El lema de la 4t: primero los pobres, que encabeza el hoy presidente @lopezobrador_  queda olvidado, no fuera la refinería dos bocas o alguno de sus proyectos caprichosos, porque estaríamos viendo una consulta poblacional. ¿Los Tarahumaras no tienen derecho a comer? https://t.co/6RqE7ApEol",,0,0,1.0,lema 4t: primero pobres encabeza hoy presidente @lopezobrador_ queda olvidado refineria dos bocas alguno proyectos caprichosos estariamos viendo consulta poblacional. tarahumaras derecho comer https://t.co/6rqe7apeol,lema 4t: primero pobres encabeza hoy presidente lopezobrador_ queda olvidado refineria dos bocas alguno proyectos caprichosos estariamos viendo consulta poblacional. tarahumaras derecho comer ,"['lema', '4t', ':', 'primero', 'pobres', 'encabeza', 'hoy', 'presidente', 'lopezobrador_', 'queda', 'olvidado', 'refineria', 'dos', 'bocas', 'alguno', 'proyectos', 'caprichosos', 'estariamos', 'viendo', 'consulta', 'poblacional', '.', 'tarahumaras', 'derecho', 'comer']"
2585,2625,07/11/2020 05:37,1.32e+18,44298776.0,"@AntonioAttolini @azucenau @Rosario_Robles_ Rosario, Mancera, los chuchos iban a estar en el gabinete de amlo si hubiese ganado la elección de 2006.","Tijuana, la esquina del mundo",0,0,1.0,@antonioattolini @azucenau @rosario_robles_ rosario mancera chuchos iban gabinete amlo si ganado eleccion 2006.,antonioattolini azucenau rosario_robles_ rosario mancera chuchos iban gabinete amlo si ganado eleccion 2006.,"['antonioattolini', 'azucenau', 'rosario_robles_', 'rosario', 'mancera', 'chuchos', 'iban', 'gabinete', 'amlo', 'si', 'ganado', 'eleccion', '2006', '.']"
2586,2627,07/11/2020 05:37,1.32e+18,219186039.0,"Si Amlo tarda 3 minutos en descalificar o injuriar a cualquier persona, lo justo sería que por ley, se permitiera igualdad de tiempo para la réplica correspondiente. Solo entonces, Amlo podría hablar de equidad ennla libertad de expresión.",,0,0,1.0,si amlo tarda minutos descalificar injuriar cualquier persona justo seria ley permitiera igualdad tiempo replica correspondiente. solo entonces amlo podria hablar equidad ennla libertad expresion.,si amlo tarda minutos descalificar injuriar cualquier persona justo seria ley permitiera igualdad tiempo replica correspondiente. solo entonces amlo podria hablar equidad ennla libertad expresion.,"['si', 'amlo', 'tarda', 'minutos', 'descalificar', 'injuriar', 'cualquier', 'persona', 'justo', 'seria', 'ley', 'permitiera', 'igualdad', 'tiempo', 'replica', 'correspondiente', '.', 'solo', 'entonces', 'amlo', 'podria', 'hablar', 'equidad', 'ennla', 'libertad', 'expresion', '.']"
2587,2629,07/11/2020 05:36,1.32e+18,1.31317e+18,"@contralinea @nancy_contra Hola Nancy, felicidades por tu participación de hoy mañanera. Conflicto de interés del secretario de SCT y su ex-esposa la directora de administración de CAPUFE, tienen a esa institución obsoleta e inoperable por la falta de capacidad, corrupción sigue con funcionarios de la 4T.","Cuernavaca, Morelos",0,0,1.0,@contralinea @nancy_contra hola nancy felicidades participacion hoy mañanera. conflicto interes secretario sct ex-esposa directora administracion capufe institucion obsoleta inoperable falta capacidad corrupcion sigue funcionarios 4t.,contralinea nancy_contra hola nancy felicidades participacion hoy mañanera. conflicto interes secretario sct ex-esposa directora administracion capufe institucion obsoleta inoperable falta capacidad corrupcion sigue funcionarios 4t.,"['contralinea', 'nancy_contra', 'hola', 'nancy', 'felicidades', 'participacion', 'hoy', 'mañanera', '.', 'conflicto', 'interes', 'secretario', 'sct', 'ex-esposa', 'directora', 'administracion', 'capufe', 'institucion', 'obsoleta', 'inoperable', 'falta', 'capacidad', 'corrupcion', 'sigue', 'funcionarios', '4t', '.']"
2588,2632,07/11/2020 05:36,1.32e+18,1.27053e+18,"@LeonKrauze @lopezdoriga NO ESTOY DE ACUERDO CON LO.QUE DICES PERO DEFENDERÉ CON MI VIDA TU DERECHO A DECIRLO
NO DEBIERON CORTAR LA TRANSMISIÓN, JAMAS DEBEN COARTAR PALABRA O LA LETRA DE LEÓN KRAUZE, VAMOS, NI AUN LAS MENTIRAS DE LÓPEZ OBRADOR.
PUEDE Y DEBE HABER CONTRA OPINIÓN INJUSTO SERIA NO HUBIESE",,0,0,1.0,@leonkrauze @lopezdoriga acuerdo lo.que dices defendere vida derecho decirlo debieron cortar transmision jamas deben coartar palabra letra leon krauze vamos aun mentiras lopez obrador. puede debe haber opinion injusto seria,leonkrauze lopezdoriga acuerdo  dices defendere vida derecho decirlo debieron cortar transmision jamas deben coartar palabra letra leon krauze vamos aun mentiras lopez obrador. puede debe haber opinion injusto seria,"['leonkrauze', 'lopezdoriga', 'acuerdo', 'dices', 'defendere', 'vida', 'derecho', 'decirlo', 'debieron', 'cortar', 'transmision', 'jamas', 'deben', 'coartar', 'palabra', 'letra', 'leon', 'krauze', 'vamos', 'aun', 'mentiras', 'lopez', 'obrador', '.', 'puede', 'debe', 'haber', 'opinion', 'injusto', 'seria']"
2589,2635,07/11/2020 05:36,1.32e+18,1.31264e+18,"@CarlosLoret @SSalud_mx Cómo refiere la canción del Buki: A dónde vamos a parar? Lo malo es que la frase: ""Primero los pobres"" son los primeros en morir. Cómo dijo Loret. Ni hablar, vamos bien? Lopez Obrador?",,0,0,1.0,@carlosloret @ssalud_mx refiere cancion buki: vamos parar malo frase: primero pobres primeros morir. dijo loret. hablar vamos bien lopez obrador,carlosloret ssalud_mx refiere cancion buki: vamos parar malo frase: primero pobres primeros morir. dijo loret. hablar vamos bien lopez obrador,"['carlosloret', 'ssalud_mx', 'refiere', 'cancion', 'buki', ':', 'vamos', 'parar', 'malo', 'frase', ':', 'primero', 'pobres', 'primeros', 'morir', '.', 'dijo', 'loret', '.', 'hablar', 'vamos', 'bien', 'lopez', 'obrador']"
2590,2637,08/11/2020 00:43,1.33e+18,229968451.0,"@MaihenH tengo entendido que la corte suprema ratifica y el congreso juramenta, el presidente de México es prudente.",Venezuela...,0,0,1.0,@maihenh entendido corte suprema ratifica congreso juramenta presidente mexico prudente.,maihenh entendido corte suprema ratifica congreso juramenta presidente mexico prudente.,"['maihenh', 'entendido', 'corte', 'suprema', 'ratifica', 'congreso', 'juramenta', 'presidente', 'mexico', 'prudente', '.']"
2591,2638,08/11/2020 00:43,1.33e+18,28940885.0,"🤷🏾‍♂️
AMLO se niega a felicitar a Joe Biden https://t.co/5P4aYTeCeW",México,0,0,1.0,🤷🏾‍♂️ amlo niega felicitar joe biden https://t.co/5p4aytecew,🤷🏾‍♂️ amlo niega felicitar joe biden ,"['🤷🏾\u200d♂️', 'amlo', 'niega', 'felicitar', 'joe', 'biden']"
2592,2640,08/11/2020 00:43,1.33e+18,585979805.0,"@spectatorindex @jcsosazpurua , hasta AMLO ha sido más inteligente y prudente. 👆",,0,0,1.0,@spectatorindex @jcsosazpurua amlo sido mas inteligente prudente. 👆,spectatorindex jcsosazpurua amlo sido mas inteligente prudente. 👆,"['spectatorindex', 'jcsosazpurua', 'amlo', 'sido', 'mas', 'inteligente', 'prudente', '.', '👆']"
2593,2641,08/11/2020 00:43,1.33e+18,99343721.0,"@yolyabreuh Asi de mal estamos que AMLO es unico que ha tomado una postura sensata en esto , esperar y ver mientras que en teoria aliados de Trump salen a como zamuros a comer carroña",,0,0,1.0,@yolyabreuh asi mal amlo unico tomado postura sensata esperar ver mientras teoria aliados trump salen zamuros comer carroña,yolyabreuh asi mal amlo unico tomado postura sensata esperar ver mientras teoria aliados trump salen zamuros comer carroña,"['yolyabreuh', 'asi', 'mal', 'amlo', 'unico', 'tomado', 'postura', 'sensata', 'esperar', 'ver', 'mientras', 'teoria', 'aliados', 'trump', 'salen', 'zamuros', 'comer', 'carroña']"
2594,2643,08/11/2020 00:43,1.33e+18,1.15738e+18,@DanarisAguirre @mariewolffer @emsawa06 @El_Universal_Mx No mmms el único inteligente es AMLO ??? Jajajajaja,,0,0,1.0,@danarisaguirre @mariewolffer @emsawa06 @el_universal_mx mmms unico inteligente amlo <risa> <risa>,danarisaguirre mariewolffer emsawa06 el_universal_mx mmms unico inteligente amlo <risa> <risa>,"['danarisaguirre', 'mariewolffer', 'emsawa06', 'el_universal_mx', 'mmms', 'unico', 'inteligente', 'amlo', '<', 'risa', '>', '<', 'risa', '>']"
2595,2644,08/11/2020 00:43,1.33e+18,483344661.0,"Los perritos de Trump, siempre AMLO en las mejores listas apoco no https://t.co/qaTvIiEZYz",,0,0,1.0,perritos trump siempre amlo mejores listas apoco https://t.co/qatviiezyz,perritos trump siempre amlo mejores listas apoco ,"['perritos', 'trump', 'siempre', 'amlo', 'mejores', 'listas', 'apoco']"
2596,2646,08/11/2020 00:43,1.33e+18,9.59144e+17,"El Presidente AMLO Reventó a Chente y Borolas. Que se sienten amigos de Biden, así los Ignoró y LOS REVENTÓ, 👇👇👇👇👇👇👇👇 https://t.co/7LScYlDk7s",,0,0,1.0,presidente amlo revento chente borolas. sienten amigos biden asi ignoro revento 👇👇👇👇👇👇👇👇 https://t.co/7lscyldk7s,presidente amlo revento chente borolas. sienten amigos biden asi ignoro revento 👇👇👇👇👇👇👇👇 ,"['presidente', 'amlo', 'revento', 'chente', 'borolas', '.', 'sienten', 'amigos', 'biden', 'asi', 'ignoro', 'revento', '👇👇👇👇👇👇👇👇']"
2597,2649,08/11/2020 00:43,1.33e+18,1.13568e+18,"Con ustedes el Presidente de México (Hoy):
""El Presidente Trump, ha sido muy respetuoso con nosotros....le agradecemos porque no ha sido injerencista y nos ha respetado""

           Demencial

No sabes lo delicado de estas palabras, no tienes derecho a ponernos en esta posición https://t.co/dMH07qQwkz","Tepeapulco, Hidalgo",1,1,1.0,ustedes presidente mexico hoy presidente trump sido respetuoso agradecemos sido injerencista respetado demencial sabes delicado palabras derecho ponernos posicion https://t.co/dmh07qqwkz,ustedes presidente mexico hoy presidente trump sido respetuoso agradecemos sido injerencista respetado demencial sabes delicado palabras derecho ponernos posicion ,"['ustedes', 'presidente', 'mexico', 'hoy', 'presidente', 'trump', 'sido', 'respetuoso', 'agradecemos', 'sido', 'injerencista', 'respetado', 'demencial', 'sabes', 'delicado', 'palabras', 'derecho', 'ponernos', 'posicion']"
2598,2650,08/11/2020 00:43,1.33e+18,575556609.0,Tal para cual!!! AMLO 'se guarda' felicitación a Biden: 'Esperaremos a que se resuelvan todos los asuntos legales' https://t.co/7g0LFan5EH,"Tbilisi, Georgia",0,0,1.0,tal amlo guarda felicitacion biden: esperaremos resuelvan asuntos legales https://t.co/7g0lfan5eh,tal amlo guarda felicitacion biden: esperaremos resuelvan asuntos legales ,"['tal', 'amlo', 'guarda', 'felicitacion', 'biden', ':', 'esperaremos', 'resuelvan', 'asuntos', 'legales']"
2599,2653,08/11/2020 00:43,1.33e+18,1.20408e+18,LOL justo he estado comparando a Trump con AMLO en el 2006 y ahora él mismo se identifica y lo confirma. Par de delirantes. https://t.co/5SyOuOauXg,"Nuevo León, México",0,0,1.0,lol justo comparando trump amlo ahora mismo identifica confirma. par delirantes. https://t.co/5syouoauxg,lol justo comparando trump amlo ahora mismo identifica confirma. par delirantes. ,"['lol', 'justo', 'comparando', 'trump', 'amlo', 'ahora', 'mismo', 'identifica', 'confirma', '.', 'par', 'delirantes', '.']"
2600,2654,08/11/2020 00:43,1.33e+18,96487876.0,"Nunca me gusta pronunciarme por adjetivos. Pero esta vez sí creo tendrán razón todos en señalar como míope la postura del presidente López Obrador ante las elecciones de Estados Unidos.

Un error su declaración, y con todo el sello de la casa.","Mexico City, Mx.",0,0,1.0,nunca gusta pronunciarme adjetivos. vez si creo tendran razon señalar miope postura presidente lopez obrador elecciones unidos. error declaracion sello casa.,nunca gusta pronunciarme adjetivos. vez si creo tendran razon señalar miope postura presidente lopez obrador elecciones unidos. error declaracion sello casa.,"['nunca', 'gusta', 'pronunciarme', 'adjetivos', '.', 'vez', 'si', 'creo', 'tendran', 'razon', 'señalar', 'miope', 'postura', 'presidente', 'lopez', 'obrador', 'elecciones', 'unidos', '.', 'error', 'declaracion', 'sello', 'casa', '.']"
2601,2657,08/11/2020 00:43,1.33e+18,136096354.0,@GaelGarciaB Yo me pregunto si de una vez no le podemos decir adiós al inepto presidente de México por él que votaste tu y unos cuantos más.,México DF,0,0,1.0,@gaelgarciab pregunto si vez podemos decir adios inepto presidente mexico votaste cuantos mas.,gaelgarciab pregunto si vez podemos decir adios inepto presidente mexico votaste cuantos mas.,"['gaelgarciab', 'pregunto', 'si', 'vez', 'podemos', 'decir', 'adios', 'inepto', 'presidente', 'mexico', 'votaste', 'cuantos', 'mas', '.']"
2602,2660,08/11/2020 00:43,1.33e+18,33596598.0,@Enrique_Acevedo Mira que lambiscon nos salió el AMLO. Que vergüenza.,"Honolulu, Hawaii",0,0,1.0,@enrique_acevedo mira lambiscon salio amlo. verguenza.,enrique_acevedo mira lambiscon salio amlo. verguenza.,"['enrique_acevedo', 'mira', 'lambiscon', 'salio', 'amlo', '.', 'verguenza', '.']"
2603,2667,08/11/2020 00:43,1.33e+18,179820097.0,Ya te cogieron Andrés Manuel. Jajajaja https://t.co/lj0YopDPsr,,0,0,1.0,cogieron andres manuel. <risa> https://t.co/lj0yopdpsr,cogieron andres manuel. <risa> ,"['cogieron', 'andres', 'manuel', '.', '<', 'risa', '>']"
2604,2676,08/11/2020 00:43,1.33e+18,94153853.0,"El argumento de que Trump se va en enero y que puede hacer mucho daño todavía es parcialmente válido.

No hubo fraude. Punto. Sugerir que le puede pasar lo mismo a Trump que a él es alimentar ese discurso.

Y eso no se vale.

AMLO ha sido, es y seguirá siendo diminuto.",,0,0,1.0,argumento trump va enero puede hacer daño todavia parcialmente valido. fraude. punto. sugerir puede pasar mismo trump alimentar discurso. vale. amlo sido seguira siendo diminuto.,argumento trump va enero puede hacer daño todavia parcialmente valido. fraude. punto. sugerir puede pasar mismo trump alimentar discurso. vale. amlo sido seguira siendo diminuto.,"['argumento', 'trump', 'va', 'enero', 'puede', 'hacer', 'daño', 'todavia', 'parcialmente', 'valido', '.', 'fraude', '.', 'punto', '.', 'sugerir', 'puede', 'pasar', 'mismo', 'trump', 'alimentar', 'discurso', '.', 'vale', '.', 'amlo', 'sido', 'seguira', 'siendo', 'diminuto', '.']"
